,name,url,price_rate,price_rate_type,total_price,room_and_property_type,min_nights,max_nights,latitude,longitude,monthly_price_factor,weekly_price_factor,room_type,person_capacity
20,Apartments Mazalin - Apartment 3,https://www.airbnb.com/rooms/32933106,1666,monthly,1843,Entire apartment,3,,42.60877,18.23162,0.0,0.0,entire_home,3
21,TOP LOCATED STUDIO WITH GARDEN,https://www.airbnb.com/rooms/3025132,1666,monthly,1843,Entire apartment,2,,42.65226,18.08081,1.0,1.0,entire_home,2
22,Sunny apartment with sea view,https://www.airbnb.com/rooms/42614183,1671,monthly,1848,Entire apartment,3,,42.67167,18.06795,0.85,0.95,entire_home,2
23,Enchanting View Studio Apartment,https://www.airbnb.com/rooms/34499248,1678,monthly,1856,Entire apartment,3,,42.66181,18.07606,0.0,0.95,entire_home,3
24,4-Star Apartment Nik - Cosy and Stylish,https://www.airbnb.com/rooms/33040180,1689,monthly,1893,Entire apartment,3,,42.652,18.078,0.7,0.9,entire_home,4
25,"Summer PINK - center, close to harbour, no stairs",https://www.airbnb.com/rooms/24074579,1699,monthly,1879,Entire apartment,1,,42.658,18.09,0.85,0.85,entire_home,2
26,Studio Apartments DUNDO /a,https://www.airbnb.com/rooms/12286137,1699,monthly,1879,Entire apartment,2,,42.657,18.083,0.85,1.0,entire_home,2
27,Nik the view apartment top location,https://www.airbnb.com/rooms/7670523,1703,monthly,1933,Entire apartment,3,,42.641,18.121,0.9,0.9,entire_home,2
28,Apartment Jasmina,https://www.airbnb.com/rooms/26297033,1708,monthly,1904,Entire guest suite,1,,42.656,18.09,0.87,0.87,entire_home,2
29,"Luccari,15-20 min to Old town",https://www.airbnb.com/rooms/345456,1708,monthly,1904,Entire apartment,2,,42.65,18.098,0.85,0.93,entire_home,4
30,"A bright hideaway, Studio Apartment",https://www.airbnb.com/rooms/7099906,1726,monthly,1909,Entire loft,3,,42.63848,18.12797,0.6,0.9,entire_home,3
31,Apartment Margarita,https://www.airbnb.com/rooms/26800071,1731,monthly,1946,Entire apartment,2,,42.655,18.094,0.0,0.9,entire_home,2
32,Modern white peace of heaven♡♡,https://www.airbnb.com/rooms/1711366,1732,monthly,1935,Entire apartment,4,,42.577,18.241,0.8,0.95,entire_home,4
33,Cozy flat with beach proximity,https://www.airbnb.com/rooms/12155271,1732,monthly,1916,Entire apartment,1,,42.62401,18.19593,0.8,0.9,entire_home,4
34,Apartment in the heart of Cavtat,https://www.airbnb.com/rooms/1106276,1732,monthly,1916,Entire house,2,,42.58156,18.21873,0.8,1.0,entire_home,4
35,Apartment Dusk - Charming Studio with Balcony,https://www.airbnb.com/rooms/1294151,1739,monthly,1924,Entire apartment,1,,42.656,18.091,0.9,1.0,entire_home,2
36,Leo's Charming Apartment I,https://www.airbnb.com/rooms/42470447,1740,monthly,1925,Entire apartment,3,,42.66224,18.07788,0.8,0.93,entire_home,4
37,Studio apartman Zoe,https://www.airbnb.com/rooms/40524342,1742,monthly,1927,Entire guest suite,1,,42.64858,18.09324,0.85,0.9,entire_home,2
38,Modern studio with a balcony,https://www.airbnb.com/rooms/31803256,1746,monthly,1931,Entire apartment,3,,42.65771,18.0716,0.0,0.0,entire_home,2
39,Studio Apartment Fani,https://www.airbnb.com/rooms/14927070,1749,monthly,1935,Entire apartment,4,,42.66513,18.08301,0.75,0.95,entire_home,3
40,STUDIO apartment GRBIĆ,https://www.airbnb.com/rooms/934605,1749,monthly,1959,Entire guest suite,3,,42.62455,18.20538,0.75,0.9,entire_home,2
41,Apartment 2 near historic city of Dubrovnik,https://www.airbnb.com/rooms/18789479,1749,monthly,1978,Entire apartment,4,,42.61315,18.22733,0.75,0.0,entire_home,2
42,AMON 1,https://www.airbnb.com/rooms/13464390,1752,monthly,1938,Entire condominium,1,,42.588,18.22655,1.0,1.0,entire_home,3
43,Apartment Melisa****,https://www.airbnb.com/rooms/4001909,1755,monthly,1941,Entire apartment,2,,42.65843,18.07471,0.71,0.88,entire_home,4
44,Apartman Puljizević ***,https://www.airbnb.com/rooms/42557170,1755,monthly,1941,Entire apartment,2,,42.6766,18.10641,0.8,0.9,entire_home,4
45,Apartman Obod-Cavtat,https://www.airbnb.com/rooms/4096676,1759,monthly,1965,Entire apartment,3,,42.58814,18.22934,0.96,0.98,entire_home,5
46,Apartments Moon - Studio Apartment with Sea View,https://www.airbnb.com/rooms/27165067,1769,monthly,1957,Entire apartment,2,,42.57516,18.22505,0.65,0.93,entire_home,3
47,Studio apartment Nukic,https://www.airbnb.com/rooms/18455595,1777,monthly,1966,Entire house,2,,42.66235,18.08866,1.0,0.9,entire_home,2
48,Perper 2 studio apartment,https://www.airbnb.com/rooms/25943097,1786,monthly,2000,Entire guest suite,2,,42.642,18.109,0.67,0.95,entire_home,2
49,Apartment Klaic - Magic sea view,https://www.airbnb.com/rooms/7251340,1786,monthly,1976,Entire apartment,2,,42.62512,18.19887,0.8,0.9,entire_home,2
50,COZY STUDIO BLUE-LAPAD,https://www.airbnb.com/rooms/12107028,1786,monthly,1976,Entire apartment,2,,42.65281,18.08056,0.8,0.85,entire_home,2
51,FRESH STUDIO YELLOW,https://www.airbnb.com/rooms/12247651,1786,monthly,1976,Entire apartment,2,,42.65276,18.07933,0.8,0.85,entire_home,2
52,Cosy Apartment,https://www.airbnb.com/rooms/2498094,1792,monthly,1981,Entire guest suite,3,,42.57879,18.22033,0.0,0.9,entire_home,3
53,Bungalow studio not far from town,https://www.airbnb.com/rooms/11541030,1792,monthly,1982,Entire guesthouse,3,,42.579,18.22,0.0,0.0,entire_home,3
54,Lovely apartment with balcony,https://www.airbnb.com/rooms/8549607,1795,monthly,1986,Entire apartment,3,,42.65006,18.08521,0.75,0.9,entire_home,4
55,One Bedroom Apt with Sea View /FREE Parking,https://www.airbnb.com/rooms/20082766,1796,monthly,1987,Entire apartment,2,,42.661,18.078,0.0,0.0,entire_home,2
56,Captain's studio,https://www.airbnb.com/rooms/19627441,1799,monthly,1990,Entire apartment,2,,42.674,18.103,0.0,0.9,entire_home,2
57,COLORS OF DUBROVNIK apartment,https://www.airbnb.com/rooms/35094189,1799,monthly,1990,Entire apartment,2,,42.65803,18.07905,0.0,0.9,entire_home,3
58,Beautifull Studio 2 with  free parking,https://www.airbnb.com/rooms/35767174,1799,monthly,2002,Entire house,2,,42.6255,18.1969,0.0,0.9,entire_home,2
59,Apartment Cherry,https://www.airbnb.com/rooms/13500306,1799,monthly,1990,Entire apartment,2,,42.65848,18.07137,0.9,0.95,entire_home,2
60,Studio Apartments DUNDO /b,https://www.airbnb.com/rooms/5253919,1799,monthly,1990,Entire apartment,2,,42.657,18.083,0.9,1.0,entire_home,2
61,Riviera view apartment (2+2),https://www.airbnb.com/rooms/3492130,1799,monthly,1998,Entire house,2,,42.65767,18.07131,0.6,0.95,entire_home,4
62,Dubrovnik Bautovic Apartments *2+1  **bus nearby,https://www.airbnb.com/rooms/26277321,1799,monthly,1990,Entire apartment,1,,42.678,18.107,0.9,0.9,entire_home,3
63,Apartment Martina 2,https://www.airbnb.com/rooms/2886438,1800,monthly,1991,Entire apartment,3,,42.65274,18.0916,0.7,0.0,entire_home,4
0,Cozy apartment with 2 balconies in Lapad,https://www.airbnb.com/rooms/25570457,1801,monthly,1992,Entire guest suite,3,,42.65881,18.07222,0.0,0.0,entire_home,2
1,Lola apartmant/ STAY 7 PAY ONLY 6 NIGHTS,https://www.airbnb.com/rooms/26822926,1812,monthly,2004,Entire apartment,2,,42.65258,18.0769,0.8,0.86,entire_home,2
2,Apartment mini Grace  - SEA VIEW/FREE PARKING,https://www.airbnb.com/rooms/37559589,1818,monthly,2011,Entire apartment,3,,42.57747,18.22192,0.0,0.0,entire_home,2
3,Apartment Lu,https://www.airbnb.com/rooms/25180464,1832,monthly,2027,Entire apartment,2,,42.675,18.094,0.0,0.0,entire_home,3
4,Wanderlust Dubrovnik,https://www.airbnb.com/rooms/33977112,1832,monthly,2032,Entire apartment,2,,42.651,18.092,0.7,0.8,entire_home,3
5,Green Garden Cozy Apartment,https://www.airbnb.com/rooms/18575900,1832,monthly,2027,Entire apartment,3,,42.62614,18.19599,0.0,1.0,entire_home,2
6,Apartment Sonja,https://www.airbnb.com/rooms/18384624,1832,monthly,2027,Entire guest suite,3,,42.61274,18.21717,0.0,0.0,entire_home,4
7,Studio 4 sea view & balcony,https://www.airbnb.com/rooms/5589447,1832,monthly,2027,Entire house,1,,42.62573,18.19585,1.0,1.0,entire_home,4
8,Orange apartment,https://www.airbnb.com/rooms/41121565,1832,monthly,2027,Entire guest suite,1,,42.62774,18.19053,0.0,0.0,entire_home,2
9,Dropa apartments,https://www.airbnb.com/rooms/13888939,1832,monthly,2027,Entire condominium,2,,42.63,18.188,0.0,0.0,entire_home,3
10,Mlini Apartment Erminia,https://www.airbnb.com/rooms/27164263,1832,monthly,2027,Entire apartment,3,,42.62459,18.19744,0.0,0.0,entire_home,3
11,APARTMENT OSCAR,https://www.airbnb.com/rooms/20719150,1836,monthly,2031,Entire guest suite,2,,42.67555,18.0894,0.0,0.93,entire_home,3
12,Villa Myrta - Studio Apartment MASLINA (OLIVE),https://www.airbnb.com/rooms/3138882,1841,monthly,2036,Entire apartment,3,,42.62539,18.1965,0.85,0.9,entire_home,2
13,Studio Apartman Colonia,https://www.airbnb.com/rooms/21893404,1841,monthly,2036,Entire apartment,4,,42.65273,18.08647,0.85,0.9,entire_home,2
14,Adorable studio with a balcony,https://www.airbnb.com/rooms/31832439,1842,monthly,2038,Entire apartment,3,,42.65863,18.07329,0.0,0.0,entire_home,2
15,Dubrovnik Blue Queen apartment,https://www.airbnb.com/rooms/34010323,1843,monthly,2071,Entire apartment,3,,42.651,18.092,0.6,0.73,entire_home,4
16,,https://www.airbnb.com/rooms/3012886,1849,monthly,2045,Entire apartment,3,,42.64683,18.08172,0.9,0.95,entire_home,2
17,Apartment Lora Solitudo,https://www.airbnb.com/rooms/6476374,1854,monthly,2051,Entire apartment,2,,42.661,18.077,0.9,0.9,entire_home,3
18,SPACIOUS 3 - BR APARTMENT WITH BALCONY,https://www.airbnb.com/rooms/43599054,1855,monthly,2052,Entire apartment,1,,42.63993,18.10767,0.51,0.79,entire_home,7
19,Apartment Tomo,https://www.airbnb.com/rooms/38847702,1858,monthly,2055,Entire apartment,3,,42.65062,18.09799,0.7,0.85,entire_home,5
20,My Relax Studio,https://www.airbnb.com/rooms/25989444,1859,monthly,2069,Entire apartment,2,,42.645,18.086,0.85,0.9,entire_home,2
21,"Amazing view, brand new place!!",https://www.airbnb.com/rooms/26421266,1860,monthly,2057,Entire apartment,3,,42.677,18.11,0.85,0.95,entire_home,2
22,Nonina - Relax and let go,https://www.airbnb.com/rooms/3537734,1862,monthly,2078,Entire house,1,,42.657,18.073,0.7,0.85,entire_home,4
