,venue,lat,lon,address,category
20276,kod Druga Natka,42.58256085650491,18.217975108485682,Epidaurusa 15,Housing Development
20277,Amfora,42.58095,18.217504,,Café
20278,Wine Bar Ankora,42.582476526306785,18.21658351986232,,Wine Bar
20279,Trznica Cavtat,42.58941650390625,18.213672637939453,,Farmers Market
20280,Tourist board of Konavle,42.58138249764606,18.219615519046783,Tiha 3,Tourist Information Center
20281,Konoba Toranj,42.581009003721206,18.217197199302614,,Diner
20282,Peco 2,42.58082,18.217732,,Bakery
20283,Lokrum Visitor Center feat. Game of Thrones,42.62435037444647,18.120594694376674,Lokrum,Tourist Information Center
20284,Cavtat Customs,42.58280833537253,18.21604064512141,,Boat or Ferry
20285,Adriana,42.58217151324808,18.21656769835679,,Boat or Ferry
20286,Vianco,42.62305911638968,18.153831308680523,,Boat or Ferry
20287,Piano Bar - Hotel Croatia,42.57881265178203,18.21370758469979,Frankopanska 10,Hotel Bar
20288,Restaurant Cavtat,42.58331120867086,18.215855307925455,Frankopanska,Italian Restaurant
20289,Banac,42.579825440032295,18.21582902522092,,Beach Bar
20290,Buffet Atlas,42.58324963104018,18.216037896484718,,Italian Restaurant
20291,Caffe bar Ancora,42.58248632771036,18.21665321317793,Obala Ante Starčevića 22,Bar
20292,Beach Bar Little Star,42.586662,18.211456,,Bar
20293,Elm Bar Cavtat,42.583015,18.21645,,Bar
20294,Spinaker Lounge Bar,42.57841533315117,18.214019317105663,,Cocktail Bar
20295,Caffe Bar Bellevue,42.58416,18.214167,,Café
20296,Caffe Bar Love,42.580885,18.218154,,Café
20297,Caffe Zino,42.582351281521724,18.21665225863594,Ante Starčevića 15,Café
20298,Vice's Bar,42.586534639654666,18.21156362340199,,Bar
20299,Harbour Caffe,42.582683,18.216533,,Café
20300,Sirocco Beach Bar,42.579418,18.212374,,Lounge
20301,Caffe Bar Delfín,42.58155,18.21704,,Café
20302,Cafe Piccolo,42.581627,18.216887712478638,Obala dr. Ante Starčevića 10,Café
20303,Caffe Night Bar Vertigo,42.58133648105623,18.21709156036377,,Bar
20304,Paradiso,42.581959261752175,18.216614032748502,,Café
20305,Caffe Bar Figurin,42.58221118955153,18.21666577283801,Obala Dr. Ante Starcevica,Bar
20306,Caffe Bar Mihael,42.58273008530176,18.216509493660517,,Café
20307,Rokotin,42.585921,18.214953,,Café
20308,BTW (By The Way) Bar,42.578667,18.220718,,Bar
20309,Iberostar Hotel Cavtat,42.582488,18.216473,"Tiha, 8",Hotel
20310,Spa Center - Inside Pool,42.578799,18.212999,,Pool
20311,Villa Pattiera Hotel Cavtat,42.581033248189605,18.21765655832838,Trumbicev put 9,Hotel
20312,Paradiso,42.58172315173371,18.216810953987817,,Ice Cream Shop
20313,Zalogajnica Rokotin,42.585868,18.214974,,Seafood Restaurant
20314,"Restaurant Spinaker, Cavtat",42.580125428106655,18.213005169204667,,Seafood Restaurant
20315,Privredna banka Zagreb (PBZ),42.5833,18.2166,Put od Cavtata 4,Bank
20316,otpbanka,42.580969,18.2178,,Bank
20317,Kuća Bukovac,42.583119842197256,18.21692258119583,Bukovčeva 5,Art Gallery
20318,Račić Family Mausoleum,42.584717,18.213635,,Spiritual Center
20319,Steak House - Hotel Croatia,42.57807401687534,18.213926649077603,Frankopanska 10,Steakhouse
20320,Konoba Colona,42.579921171450984,18.2158784750691,,Seafood Restaurant
20321,Skatulica,42.583335,18.216153,,Gift Shop
20322,Hotel Supetar,42.58359645910312,18.215403548958335,Obala Ante Starčevića 27,Hotel
20323,Alverde,42.57884271470215,18.213781855337313,Hotel Croatia,Snack Place
20324,Quarantine dock Cavtat,42.583035,18.216093,,Border Crossing
20325,Hrvatska poštanska banka d.d.,42.580991,18.217828,"Trumbićeva 10, Cavtat",Bank
20326,House of ice cream,42.58101745347987,18.217955328254902,,Ice Cream Shop
20327,Elm Bistro & Bar,42.58315,18.216017,,Bistro
20328,Konoba Cavtat,42.583392,18.215891,,Seafood Restaurant
20329,Villa Voinic,42.578483591856966,18.218797548533317,,Hotel
20330,Zlatarna klara jewellery,42.582831,18.21638,,Jewelry Store
20331,Bogisic Statue,42.581401,18.217053,,Sculpture Garden
20332,Villa Cina,42.581127,18.217304,villa cina,Hotel
20333,Iron Throne,42.625368,18.121495,Lokrum,Exhibit
20334,Ristorante Cafe Royal,42.6235466,18.1562264,"Old Puca ,1",Restaurant
20335,Pizzeria Posejdon,42.580772000339245,18.217229958324403,Frankoplanska Ulica,Pizza Place
20336,La Boheme,42.582771,18.216475,,Restaurant
20337,Stars beneath stars/zvijezde pod zvijezdama,42.57881,18.213658,Frankopanska 10,Rest Area
20338,Ivan,42.581423,18.219356,,Mediterranean Restaurant
20339,Dolium Restaurant,42.58259314812104,18.21662658166278,,Mediterranean Restaurant
20340,Beach - Hotel Croatia,42.57784465837744,18.213722705841064,Frankopanska 10,Beach
20341,st jakov beach,42.619959,18.169438,St. Jakov Beach,Bay
20342,Rocks,42.58717548742204,18.211245079605213,,Beach
20343,Hotelpool - Hotel Croatia,42.579002037559626,18.212703466415405,Frankopanska 10,Hotel Pool
20344,Beach Ključice,42.58589160185768,18.215542551649772,,Beach
20345,Kamen Mali,42.582636354957735,18.216503232388998,,Mediterranean Restaurant
20346,Crkva sv. Nikole,42.583256,18.218132,,Church
20347,Kolona,42.58098691710105,18.218913385328786,,Mediterranean Restaurant
20348,Nudist Beach,42.57842927580289,18.212499618530273,Frankopanska 10,Nudist Beach
20349,Restaurant Dalmacija,42.580895,18.217614,Trumbicev put 9,Mediterranean Restaurant
20350,Gym - Hotel Croatia,42.57876108325477,18.212950229644775,Frankopanska 10,Gym
20351,Robinson Island,42.595297,18.203168,,Island
20352,Konobo Toranj,42.58112,18.21726,Obala Dr,Mediterranean Restaurant
20353,Restaurant Dalmacija,42.58098139698469,18.21754421894076,"Trumbićev put 9, 20 210 Cavtat, Konavle, Dubrovnik",Mediterranean Restaurant
20354,konzum,42.581235,18.218276,,Grocery Store
20355,Konova Galija,42.58350068801941,18.214945998857292,,Mediterranean Restaurant
20356,Church Of St. Nicholas,42.581587379236694,18.216706701551967,,Church
20357,Taverna Galija,42.58350066360328,18.2148127881909,Vuliceviceva 1,Mediterranean Restaurant
20358,Botanical Garden Lokrum,42.625619414056736,18.121098428593577,Lokrum,Botanical Garden
20359,Otok Lokrum,42.62785164355017,18.12032217916567,Lokrum,Island
20360,Cavtat Cemetery,42.58570098876953,18.214946746826172,,Cemetery
20361,Gradska Plaza Cavtat,42.583370208740234,18.215656280517578,,Beach
20362,Supetar,42.59554021289049,18.20338583564028,,Beach
20363,Monastery of Our Lady of the Snow,42.58340395749507,18.214657054070845,,Church
20364,Mrkan,42.573249,18.198811,,Other Great Outdoors
20365,Apartments Logos,42.57849452654776,18.2204540186767,Put od Cavtata 10,Motel
